"Subject" "Activity Name" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAcc-meanFreq()-X" "fBodyAcc-meanFreq()-Y" "fBodyAcc-meanFreq()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyAccJerk-meanFreq()-X" "fBodyAccJerk-meanFreq()-Y" "fBodyAccJerk-meanFreq()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyGyro-meanFreq()-X" "fBodyGyro-meanFreq()-Y" "fBodyGyro-meanFreq()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyAccMag-meanFreq()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyAccJerkMag-meanFreq()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroMag-meanFreq()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()" "fBodyBodyGyroJerkMag-meanFreq()"
"21" 2 "Standing" 0.25309467 -0.044192268 -0.13929762 -0.96892213 -0.9103836 -0.91886033 0.88639445 -0.42463213 0.049435445 -0.97642372 -0.94935411 -0.98430715 0.069933008 -0.0029778293 -0.0087410564 -0.94378163 -0.92890125 -0.96683346 -0.025536965 -0.11232642 0.12869787 -0.94013604 -0.9574808 -0.93900763 -0.10432095 -0.027930448 -0.069738881 -0.94481275 -0.96642179 -0.93835316 -0.9254881 -0.93678778 -0.9254881 -0.93678778 -0.95100947 -0.93406878 -0.9350631 -0.93730316 -0.95872291 -0.95653005 -0.95800959 -0.91284737 -0.94305323 -0.9744658 -0.91369708 -0.91183774 0.068565381 -0.042563021 -0.22090844 -0.94744038 -0.92929704 -0.96320915 -0.94476876 -0.93353671 -0.96888816 0.11305773 -0.2947467 -0.15223459 -0.92886803 -0.95693278 -0.92857984 -0.94369417 -0.95803225 -0.94835382 -0.35007014 -0.021418832 0.016909702 -0.937565 -0.9450127 0.066166487 -0.94052192 -0.92477757 0.091977924 -0.94531701 -0.94233863 -0.11987441 -0.96366826 -0.95079236 0.10784972
"22" 2 "Standing" 0.27133883 -0.029954058 -0.11859533 -0.96093148 -0.90503507 -0.87126958 0.8782922 -0.44115702 0.039357117 -0.97823679 -0.94589569 -0.93292764 0.10063345 0.061156235 0.028254346 -0.9110978 -0.90753609 -0.93324296 -0.031374775 -0.053952104 0.073211718 -0.95113006 -0.91043949 -0.91614341 -0.097805754 -0.018566344 -0.081625418 -0.93067604 -0.90816606 -0.90775388 -0.91671002 -0.93474524 -0.91671002 -0.93474524 -0.93070744 -0.87954362 -0.92330487 -0.90547784 -0.93362003 -0.88418956 -0.94008646 -0.88954707 -0.90114002 -0.97319827 -0.91953039 -0.86482459 0.61495065 0.33676435 0.11051475 -0.90958203 -0.9030731 -0.92189602 -0.92108271 -0.92041254 -0.94377726 0.58081139 0.23727145 0.32755029 -0.92800798 -0.89863943 -0.88978221 -0.95883868 -0.91917057 -0.93454571 0.060073377 0.29989994 0.086368293 -0.92074201 -0.95342129 0.56219073 -0.89671319 -0.85890056 -0.30181163 -0.89294573 -0.93324624 0.41348437 -0.89482845 -0.87826277 -0.048728739
"23" 2 "Standing" 0.29926682 0.011798517 -0.031653276 -0.94875426 -0.84418244 -0.88070536 0.87638473 -0.44715997 0.039266249 -0.98946113 -0.97012703 -0.91379833 0.072036923 0.019867445 0.00019655927 -0.88857658 -0.86106469 -0.92702027 -0.035775411 -0.010620763 0.03852549 -0.95053621 -0.85592718 -0.74673048 -0.086341844 -0.043942122 -0.04379737 -0.91618991 -0.89101883 -0.73791892 -0.8866145 -0.85899127 -0.8866145 -0.85899127 -0.89156887 -0.88053321 -0.87094775 -0.7753274 -0.89403232 -0.82266518 -0.92600164 -0.84118481 -0.88913982 -0.96120153 -0.85473296 -0.88446849 0.37177873 0.03202792 -0.04291406 -0.89059864 -0.85920021 -0.9110382 -0.89640782 -0.87364088 -0.94340129 0.46060613 -0.12214572 0.076147088 -0.92821564 -0.84501826 -0.67759186 -0.95790749 -0.86407104 -0.79722974 0.28644223 -0.10427954 -0.0024584671 -0.85460731 -0.88231245 0.080126495 -0.88026295 -0.87894298 -0.012411066 -0.78746748 -0.80526513 0.056952593 -0.81999084 -0.83860362 0.12073597
"24" 2 "Standing" 0.29389749 0.01115091 -0.069281198 -0.96241329 -0.86333992 -0.85995713 0.88282593 -0.43031319 0.066307063 -0.97763912 -0.91799566 -0.86717267 0.067964088 -0.0080134702 -0.02831438 -0.92750791 -0.89498259 -0.96125155 -0.031933568 -0.080878973 0.067888599 -0.95451242 -0.87379114 -0.75439235 -0.089551643 -0.055978262 -0.039311445 -0.94605528 -0.93661541 -0.75060083 -0.91424457 -0.84884008 -0.91424457 -0.84884008 -0.93379134 -0.90934307 -0.89507731 -0.7741979 -0.93389188 -0.84068516 -0.94789038 -0.86853152 -0.91512364 -0.97000008 -0.8682478 -0.8440588 0.19806039 -0.083162951 -0.43838144 -0.93020452 -0.89632312 -0.95727197 -0.93101079 -0.9008797 -0.96363442 0.28902635 -0.25788925 -0.28978147 -0.93822219 -0.88434909 -0.68299854 -0.95970247 -0.86844779 -0.80544976 -0.02168314 -0.38444706 -0.020188191 -0.88238538 -0.85484132 -0.3007539 -0.91905285 -0.89593722 -0.11172632 -0.80571585 -0.79151224 -0.14354921 -0.83178344 -0.86460754 0.055722928
"25" 2 "Standing" 0.27563911 -0.015565524 -0.1254582 -0.98916068 -0.96851562 -0.96872274 0.88824855 -0.41368431 0.081629881 -0.99197651 -0.97603214 -0.969735 0.085393668 0.013232424 -0.015536821 -0.98039241 -0.97121581 -0.98048179 -0.033494339 -0.10529761 0.10193292 -0.96920737 -0.97220064 -0.96580084 -0.09617789 -0.044631724 -0.043954046 -0.98031888 -0.98318899 -0.97127637 -0.97639741 -0.98002125 -0.97639741 -0.98002125 -0.97752202 -0.98219111 -0.96121993 -0.97418936 -0.98156201 -0.98178573 -0.98365223 -0.96558983 -0.96942614 -0.99230894 -0.97111034 -0.96987614 0.44255045 0.004257158 0.039249426 -0.97766077 -0.96992179 -0.97727921 -0.98601668 -0.97508171 -0.98229033 0.623365 -0.13054926 -0.20137703 -0.96995581 -0.97447368 -0.96152085 -0.96924784 -0.97094493 -0.97036052 -0.3521088 -0.25170247 -0.036727166 -0.97599241 -0.98508439 0.33450023 -0.98055474 -0.98306156 0.43756792 -0.97769301 -0.97594928 -0.053355248 -0.98069188 -0.98432463 0.23754746
"26" 2 "Standing" 0.27225459 -0.025051205 -0.13318432 -0.99115349 -0.96354868 -0.97316133 0.88833105 -0.41194179 0.075492335 -0.99607584 -0.99233821 -0.96880022 0.07232242 -0.0040930707 0.0022683017 -0.98679902 -0.97633977 -0.98315362 -0.032800503 -0.090070366 0.11430315 -0.97998548 -0.98331456 -0.97736636 -0.098093802 -0.03135971 -0.051153105 -0.98633375 -0.98639137 -0.98506684 -0.97278247 -0.97340407 -0.97278247 -0.97340407 -0.98230467 -0.98736749 -0.97418211 -0.98141963 -0.98801891 -0.98567978 -0.98861582 -0.96663407 -0.97627432 -0.99236991 -0.96315009 -0.97245528 0.027733679 0.018259313 -0.0060243493 -0.98641512 -0.97693686 -0.98054747 -0.98847165 -0.97725064 -0.98430666 0.23514688 -0.15969842 -0.095183692 -0.97913434 -0.98077626 -0.97611518 -0.98029393 -0.98515793 -0.97972877 -0.42225647 0.080033882 -0.17980592 -0.9744553 -0.97575665 -0.0047700824 -0.98616213 -0.98789437 0.44725853 -0.9841708 -0.98245605 -0.044412803 -0.98489458 -0.98743883 0.31134412
"27" 2 "Standing" 0.27642711 -0.026277565 -0.12694133 -0.99298881 -0.96561954 -0.9657378 0.88653599 -0.41739217 0.065348552 -0.99497146 -0.97217475 -0.95317626 0.074509321 0.017702929 0.034901242 -0.99122791 -0.98334338 -0.99065479 -0.02498197 -0.070265151 0.092864514 -0.98470493 -0.98444181 -0.97051035 -0.10085785 -0.0402331 -0.070964995 -0.98876545 -0.99298212 -0.99171636 -0.97410189 -0.97369118 -0.97410189 -0.97369118 -0.98929212 -0.99316908 -0.97913622 -0.98335629 -0.99242066 -0.99343452 -0.99282776 -0.97257829 -0.97418822 -0.99293072 -0.96330923 -0.96271167 -0.15340739 -0.13253471 0.27629228 -0.9921867 -0.98208096 -0.98902257 -0.99086264 -0.98635276 -0.99081268 0.20619193 -0.0062829666 0.01277763 -0.98292601 -0.98663348 -0.97386344 -0.9852218 -0.98317441 -0.97192347 -0.30271284 -0.39153471 -0.045656877 -0.97854756 -0.9738442 -0.093595286 -0.99231488 -0.99316333 0.51540302 -0.9873502 -0.98329745 -0.22248647 -0.99366355 -0.99315607 0.079946621
"28" 2 "Standing" 0.28016952 -0.014362437 -0.10047145 -0.99359232 -0.9719031 -0.97793999 0.88595445 -0.42208281 0.05903586 -0.99566606 -0.9876842 -0.98105626 0.072727808 0.010693404 0.0035057619 -0.98996687 -0.98474713 -0.98931245 -0.023093566 -0.066467535 0.080856878 -0.98872228 -0.98688683 -0.97959066 -0.093747448 -0.040897472 -0.063732156 -0.99058671 -0.99430137 -0.99142034 -0.98424763 -0.98596967 -0.98424763 -0.98596967 -0.98869299 -0.99247748 -0.98438424 -0.98548723 -0.99339805 -0.99497909 -0.991768 -0.97863946 -0.98382913 -0.99446169 -0.96934037 -0.97529929 0.18593119 -0.081494006 0.1477802 -0.98987604 -0.98369362 -0.98701525 -0.99096575 -0.98734666 -0.99024547 0.35581526 -0.019117537 0.31193441 -0.9867391 -0.98940614 -0.98024967 -0.9892802 -0.98544675 -0.98105398 -0.15348796 -0.46675056 -0.15788164 -0.986493 -0.98674105 0.12423969 -0.99070753 -0.99399011 0.55751339 -0.98792314 -0.98604296 -0.1795864 -0.99455145 -0.99565783 0.21909286
"29" 2 "Standing" 0.27746102 -0.01584543 -0.10639347 -0.99502745 -0.97159341 -0.97872472 0.88675759 -0.42075175 0.061267268 -0.99613717 -0.98906538 -0.98159227 0.076517346 0.010128253 -0.013201935 -0.98961731 -0.98141948 -0.9894596 -0.02648868 -0.074340759 0.082382273 -0.9901469 -0.99118254 -0.9850075 -0.10172432 -0.038908867 -0.051866697 -0.99147383 -0.99380568 -0.99351864 -0.9863763 -0.98543415 -0.9863763 -0.98543415 -0.98787803 -0.99101282 -0.98864889 -0.99072753 -0.99388532 -0.99488451 -0.99360857 -0.97619194 -0.98349138 -0.9957038 -0.96998062 -0.97662314 0.24346025 -0.040244128 0.062396995 -0.9903802 -0.98112071 -0.9878848 -0.98961906 -0.98315624 -0.98952152 0.42711219 0.029248816 0.072280555 -0.98712175 -0.99138461 -0.98741471 -0.99105611 -0.99102057 -0.98539447 -0.19006498 -0.047763183 -0.11584666 -0.98525593 -0.98677206 0.12210736 -0.99007226 -0.99098238 0.41450305 -0.99114474 -0.99184283 0.067331992 -0.9943382 -0.99576015 0.40921793
"30" 2 "Standing" 0.28837469 -0.0085476599 -0.10705876 -0.99334035 -0.9619744 -0.98449309 0.88727114 -0.41949043 0.062138516 -0.99569824 -0.98992735 -0.99078944 0.079692861 0.021893719 0.019722732 -0.99297171 -0.98450842 -0.99185676 -0.02724897 -0.070042463 0.072089463 -0.99325049 -0.99242499 -0.98659587 -0.098589224 -0.041452921 -0.048265495 -0.99406273 -0.9946282 -0.99371752 -0.98114936 -0.98288288 -0.98114936 -0.98288288 -0.99070401 -0.99477924 -0.98950178 -0.99283727 -0.99509372 -0.99577314 -0.99305923 -0.97531313 -0.98802879 -0.99334268 -0.95736238 -0.9826124 0.24975227 -0.0053021161 0.28114295 -0.99163949 -0.98512245 -0.99031655 -0.99552724 -0.98480126 -0.99192643 0.84544456 0.14144446 0.18472694 -0.99172275 -0.99300989 -0.98819888 -0.9936682 -0.99201558 -0.9870972 -0.16448883 -0.08531104 0.12327815 -0.9884016 -0.98126903 -0.093381174 -0.99446766 -0.99386613 0.32053105 -0.99334345 -0.99350915 0.12489191 -0.99505118 -0.99694719 0.61763089
"31" 2 "Standing" 0.28590496 -0.0077447295 -0.10273652 -0.99188377 -0.96571091 -0.98415868 0.89033905 -0.41431632 0.063073539 -0.98596458 -0.97055933 -0.98387503 0.073692837 0.022299194 0.024172207 -0.99448244 -0.98340546 -0.99015863 -0.030446957 -0.069251086 0.084129975 -0.97846434 -0.98511749 -0.98276696 -0.13741057 -0.029849391 -0.038735438 -0.98464085 -0.99346953 -0.99098372 -0.98120081 -0.98298022 -0.98120081 -0.98298022 -0.99091628 -0.99143577 -0.98495044 -0.96738778 -0.99269469 -0.98906268 -0.99314892 -0.9760806 -0.98592627 -0.99118246 -0.96201887 -0.98335652 -0.15774231 0.0059919628 0.44376505 -0.99392541 -0.98397812 -0.98778377 -0.9957298 -0.98383158 -0.991224 0.48134703 -0.21158741 -0.15491928 -0.96317983 -0.98548682 -0.98725653 -0.98420307 -0.98489038 -0.98274147 0.55089738 -0.055274095 0.1916085 -0.98657404 -0.98232817 0.39047075 -0.9902788 -0.99199851 0.093283499 -0.96671378 -0.97348827 0.18139923 -0.98829589 -0.99062868 0.028384013
"32" 2 "Sitting" 0.29648714 -0.014684879 -0.13980848 -0.98771367 -0.83424238 -0.94105035 0.95201324 -0.12719693 0.17324768 -0.97442821 -0.87785609 -0.9336702 0.074167624 -0.088429566 -0.00057513147 -0.98766148 -0.95062266 -0.98048751 -0.050171548 -0.073211502 0.1837903 -0.98222253 -0.95870792 -0.92994218 -0.092742071 -0.016699782 -0.11955963 -0.97836982 -0.98580596 -0.9740108 -0.92873856 -0.89838027 -0.92873856 -0.89838027 -0.97766739 -0.96574161 -0.94284864 -0.92860311 -0.98480912 -0.97945377 -0.98753271 -0.8594018 -0.96188356 -0.98763692 -0.83148234 -0.93410666 -0.11400833 0.078754108 -0.1870107 -0.98622758 -0.94453649 -0.97477076 -0.99073206 -0.96343171 -0.98561403 0.57232463 -0.010792723 0.21894857 -0.974845 -0.96180088 -0.91597823 -0.98460294 -0.95706297 -0.94151623 -0.026891422 -0.26365587 0.3050329 -0.89882048 -0.91278824 -0.017194091 -0.96443364 -0.96607792 -0.056101764 -0.93493886 -0.93622448 -0.026011014 -0.98173276 -0.9775839 -0.088711103
"33" 2 "Sitting" 0.27723542 -0.025677001 -0.11843072 -0.99639048 -0.95268767 -0.96541011 0.95776214 -0.12120449 0.16651548 -0.99215769 -0.95481082 -0.94772651 0.074857362 0.031491585 0.0039751972 -0.99582259 -0.98541127 -0.99165507 -0.039016643 -0.060002794 0.12573995 -0.98842257 -0.99042251 -0.97940389 -0.091881126 -0.044009434 -0.058000018 -0.99410926 -0.99620321 -0.99132934 -0.97803564 -0.96122618 -0.97803564 -0.96122618 -0.99261266 -0.99290606 -0.97773598 -0.97714072 -0.99553914 -0.99584933 -0.99652123 -0.96836119 -0.97868043 -0.99621875 -0.94762416 -0.96017282 -0.070374951 0.021026483 -0.22422357 -0.99603991 -0.98620784 -0.98933917 -0.99590413 -0.98540437 -0.99269849 0.3336439 0.10238626 -0.009154006 -0.98838196 -0.99180531 -0.9822712 -0.98842833 -0.98956589 -0.98015913 -0.04401052 -0.098528311 -0.28744005 -0.97794345 -0.95814272 -0.23399359 -0.9920428 -0.99299942 0.43237582 -0.98717791 -0.97499907 -0.33202139 -0.99526723 -0.99675132 0.38232978
"34" 2 "Sitting" 0.2782907 -0.014536086 -0.10524253 -0.99678611 -0.98839324 -0.98950215 0.95789199 -0.12711834 0.16163958 -0.99692667 -0.99157732 -0.99292938 0.079741234 0.0054060827 -0.0048041466 -0.99516755 -0.99168063 -0.99135946 -0.026046816 -0.067562509 0.10043377 -0.99622773 -0.995977 -0.97976111 -0.093176759 -0.035040875 -0.075882607 -0.99541364 -0.99836639 -0.99464282 -0.99438865 -0.99413634 -0.99438865 -0.99413634 -0.99367703 -0.99497726 -0.99003935 -0.98957462 -0.99750587 -0.9979514 -0.99590613 -0.9888814 -0.98908778 -0.99719795 -0.98774016 -0.98972225 0.14268337 0.11371728 0.2008675 -0.99555241 -0.9919744 -0.99008349 -0.99510381 -0.99186773 -0.99110894 0.34272767 0.063083431 -0.065361354 -0.99434969 -0.99616662 -0.97701877 -0.99684793 -0.99578993 -0.98250911 0.48125099 -0.068290986 0.17337594 -0.99412375 -0.99408438 0.41752324 -0.9946893 -0.99400649 0.44374857 -0.99171515 -0.9896325 0.042048606 -0.99774691 -0.99809291 0.49409415
"35" 2 "Sitting" 0.27815992 -0.0076678258 -0.09927102 -0.99697493 -0.96211178 -0.987355 0.95792518 -0.12454962 0.16376124 -0.998006 -0.98845697 -0.9901987 0.07369633 0.0094546512 0.0058232317 -0.9950484 -0.98639555 -0.9912641 -0.022931403 -0.07347 0.078673144 -0.99632265 -0.9842731 -0.95701458 -0.097484223 -0.043075149 -0.056642047 -0.99567836 -0.99662006 -0.98807403 -0.98452293 -0.97430484 -0.98452293 -0.97430484 -0.99209242 -0.99408178 -0.98142234 -0.97133319 -0.99558278 -0.99481506 -0.99593464 -0.97582987 -0.98874515 -0.99749998 -0.95736278 -0.98653159 0.0025927422 -0.39423884 0.23830234 -0.99487962 -0.98722055 -0.99101005 -0.99570456 -0.98628303 -0.98986799 0.29696674 -0.24004778 0.2020249 -0.99502067 -0.98965884 -0.97007429 -0.99670606 -0.98153076 -0.95702228 0.09228879 -0.62368135 -0.58155746 -0.98361921 -0.97224027 -0.18346497 -0.99357323 -0.99353992 0.27786395 -0.98358715 -0.96894977 -0.5552391 -0.99488497 -0.99465498 0.3016178
"36" 2 "Sitting" 0.27664638 -0.0049748937 -0.104754 -0.99726953 -0.96546147 -0.98114499 0.95832834 -0.11858919 0.16680067 -0.99939896 -0.97259765 -0.98544416 0.075933689 0.014606303 -0.0051785599 -0.99392769 -0.97607626 -0.99182512 -0.025679464 -0.079004412 0.083575679 -0.99393599 -0.98238404 -0.95464749 -0.10158671 -0.046062898 -0.025882513 -0.99040851 -0.99414667 -0.98506173 -0.98197129 -0.97653588 -0.98197129 -0.97653588 -0.98891135 -0.99043645 -0.9786125 -0.97314542 -0.99205801 -0.99310443 -0.99610705 -0.96857414 -0.98706746 -0.99789503 -0.96493071 -0.97824075 0.19327444 -0.037309672 -0.036521756 -0.99393513 -0.97480791 -0.98993092 -0.99445018 -0.97957803 -0.99232967 0.3610086 -0.00016019278 0.20066632 -0.99029546 -0.98548212 -0.95473188 -0.99522313 -0.98065277 -0.95858189 0.36805374 -0.4126584 -0.056158552 -0.98228846 -0.97579019 -0.026131331 -0.98969985 -0.9901583 0.41969337 -0.98190869 -0.9720847 -0.31863308 -0.9932283 -0.99297004 0.36962937
"37" 2 "Sitting" 0.27829493 -0.022664347 -0.11591945 -0.99724431 -0.96872118 -0.98613179 0.95832272 -0.11314063 0.16759019 -0.99952115 -0.9913736 -0.99196495 0.077460728 0.0038718084 -0.0099158808 -0.99287631 -0.97492111 -0.99132841 -0.025950876 -0.075040768 0.096736383 -0.99500391 -0.9837393 -0.97191748 -0.10026854 -0.035913252 -0.060497451 -0.99034158 -0.99328087 -0.98445627 -0.98594601 -0.98682484 -0.98594601 -0.98682484 -0.98786737 -0.99004233 -0.98336311 -0.98402764 -0.99116242 -0.99358288 -0.99588013 -0.97162389 -0.98593286 -0.99801127 -0.96808848 -0.9864657 0.32783895 0.17172662 0.22577655 -0.99271793 -0.97489442 -0.9882201 -0.99371017 -0.97675511 -0.99343261 0.36413162 0.19385925 0.028980726 -0.99238882 -0.98669587 -0.97310106 -0.9958868 -0.9820791 -0.97390273 0.36170672 -0.29962008 -0.10485271 -0.98545244 -0.98886268 0.2731637 -0.9885371 -0.99124852 0.42926808 -0.98767771 -0.9840637 -0.13864375 -0.99318062 -0.99428905 0.23409009
"38" 2 "Sitting" 0.27505303 -0.024059404 -0.10589705 -0.99525842 -0.97190867 -0.98360641 0.95841903 -0.1158856 0.1660208 -0.99888949 -0.98042137 -0.99596864 0.074694506 0.01564664 0.013952444 -0.99061035 -0.98198548 -0.99141782 -0.025511187 -0.071503399 0.091317208 -0.99623625 -0.98402467 -0.97392163 -0.097799765 -0.041339249 -0.061549315 -0.99416578 -0.99433016 -0.98593569 -0.98590459 -0.98664528 -0.98590459 -0.98664528 -0.98944283 -0.99158858 -0.98495388 -0.98409151 -0.99301191 -0.9946828 -0.99342611 -0.97558322 -0.98426827 -0.99621617 -0.97070587 -0.98356415 0.17123649 -0.079075255 0.099689914 -0.99073306 -0.9816001 -0.98866345 -0.99128756 -0.98380222 -0.99303145 0.30852394 -0.036963443 0.15750415 -0.99429866 -0.98894119 -0.97352082 -0.99688494 -0.98146948 -0.97627638 0.17841233 -0.49465245 -0.16998252 -0.98693338 -0.98747473 0.20254736 -0.9897813 -0.99345738 0.54913044 -0.98667306 -0.9847835 -0.13687379 -0.99398753 -0.99582809 0.23925147
"39" 2 "Sitting" 0.27486428 -0.01561837 -0.097528302 -0.99623776 -0.98664644 -0.989707 0.95761533 -0.11965332 0.16733906 -0.99595146 -0.99389772 -0.98683224 0.075529732 0.020093856 0.011850313 -0.99227354 -0.98618217 -0.98957602 -0.028197612 -0.072492716 0.081141936 -0.9966929 -0.98831115 -0.98393993 -0.097361152 -0.045318417 -0.050056318 -0.99552817 -0.99582541 -0.99134481 -0.99193129 -0.99193657 -0.99193129 -0.99193657 -0.99056259 -0.9918432 -0.99004857 -0.9894614 -0.995537 -0.9963504 -0.99499786 -0.98434635 -0.98871071 -0.99685543 -0.98775314 -0.9903338 0.17124579 0.2548988 0.47000956 -0.99254583 -0.9861712 -0.98789193 -0.99261238 -0.98717886 -0.98977159 0.41203419 -0.037677581 0.043899011 -0.99534259 -0.99072003 -0.98451264 -0.99710892 -0.98692611 -0.98503885 0.088259449 -0.2438421 -0.080069423 -0.99094948 -0.99300967 0.4822956 -0.9910336 -0.99176709 0.45694839 -0.99115097 -0.98984191 -0.10597187 -0.9959979 -0.99673267 0.40248189
"40" 2 "Sitting" 0.27871074 -0.016793927 -0.10524076 -0.99859653 -0.9906669 -0.98746213 0.95685371 -0.11945235 0.17076173 -0.99854623 -0.99717066 -0.98719726 0.075792868 0.0082702907 -0.0046005261 -0.99673138 -0.99093654 -0.98935414 -0.027541794 -0.073323286 0.080225072 -0.99633885 -0.98906109 -0.98681453 -0.099417698 -0.038310487 -0.060352158 -0.99489164 -0.99592158 -0.99201559 -0.99505048 -0.99470667 -0.99505048 -0.99470667 -0.99335333 -0.99292018 -0.99063115 -0.99201041 -0.99566519 -0.99623914 -0.99784915 -0.98925984 -0.98909958 -0.99902339 -0.99096689 -0.98647362 0.12955721 0.069780723 0.32505207 -0.99663791 -0.99050631 -0.98855592 -0.99713983 -0.99218789 -0.98853141 0.36024909 -0.033398224 0.14508436 -0.99489339 -0.99250153 -0.9862611 -0.99678082 -0.98720252 -0.98807717 0.19383493 -0.33030671 -0.016149535 -0.99362136 -0.99556168 0.43515994 -0.99312867 -0.99112143 0.13456265 -0.99271841 -0.99266443 -0.001350191 -0.99604217 -0.99643528 0.4575835
"41" 2 "Sitting" 0.27822455 -0.016181738 -0.1075716 -0.99822604 -0.99043752 -0.98923957 0.95709207 -0.11889701 0.17216278 -0.99865366 -0.99858765 -0.99630003 0.076381493 0.0032129773 -0.00018746671 -0.99810136 -0.98993492 -0.99254022 -0.027905922 -0.075317726 0.084110903 -0.99598121 -0.99154022 -0.99012716 -0.098601087 -0.040436174 -0.052897202 -0.9935933 -0.99644922 -0.99302309 -0.99569559 -0.99544433 -0.99569559 -0.99544433 -0.99524339 -0.99414257 -0.99330273 -0.99234285 -0.99593913 -0.99611078 -0.9981015 -0.98971949 -0.99055637 -0.99822971 -0.99033198 -0.98830812 -0.023112218 0.25894396 0.13467483 -0.99779481 -0.98951968 -0.99160133 -0.99869875 -0.99123247 -0.99191867 0.45381968 0.12034942 0.051763993 -0.99376545 -0.99339422 -0.98972697 -0.99674121 -0.99043431 -0.9910433 0.20366233 -0.31277519 -0.05325526 -0.99433423 -0.99622836 0.56371159 -0.99406775 -0.99276053 0.31411102 -0.9933618 -0.99270128 -0.041489584 -0.99591867 -0.99629214 0.34548538
"42" 2 "Sitting" 0.27625455 -0.016985093 -0.10885324 -0.99639413 -0.98567065 -0.98354536 0.957125 -0.11843093 0.17257908 -0.99902145 -0.997234 -0.99413399 0.077142483 0.017151419 -0.0013815426 -0.99658085 -0.98474296 -0.99069383 -0.028386406 -0.075428757 0.084448765 -0.99441796 -0.98896745 -0.98331636 -0.095803874 -0.044492057 -0.050073195 -0.993369 -0.99440543 -0.99094466 -0.99231876 -0.99087672 -0.99231876 -0.99087672 -0.9921557 -0.9925433 -0.99096518 -0.98549334 -0.99491005 -0.99348714 -0.99621964 -0.98289752 -0.98570956 -0.9963833 -0.98714547 -0.98255398 -0.17311391 0.30661978 0.081813581 -0.99641164 -0.98382667 -0.98815825 -0.99710634 -0.98713525 -0.99198694 0.13406993 0.078537222 0.130854 -0.9915615 -0.98983461 -0.98371747 -0.99537599 -0.98841329 -0.98453327 0.15519684 -0.160007 -0.23245272 -0.98949844 -0.99239429 0.33871326 -0.99091427 -0.99419735 0.40537153 -0.98899962 -0.9853784 -0.28776469 -0.99417563 -0.99255979 0.013788114
